0;0;107;86;79;0;106;80;81;110;93;87;0;185;100;105;147;120;123;185;122;83;390;0;0;0
1;0;36;40;42;0;43;31;34;20;36;43;0;0;74;69;33;54;56;0;78;65;0;143;0;0
2;0;0;7;13;0;0;6;14;2;8;5;0;0;7;13;6;6;8;0;12;8;0;0;20;0
3;0;0;8;15;0;5;11;7;2;5;9;0;0;9;14;0;10;13;0;0;23;0;0;0;23
