0;0;115;88;76;0;109;95;88;120;97;97;0;198;107;102;163;123;121;175;139;93;407;0;0;0
1;0;39;40;24;0;33;34;34;25;29;39;0;0;68;57;36;47;42;0;57;68;0;125;0;0
2;0;0;9;12;0;0;5;16;3;6;7;0;0;11;10;8;5;8;0;12;9;0;0;21;0
3;0;0;10;13;0;3;10;10;3;7;4;0;0;12;11;0;10;13;0;0;23;0;0;0;23
